,Datetime,Interval,Ticker,Open,High,Low,Close,Volume,Avg_Volume_10,RSI,ATR,vol_vs_avrg_vol,SMA_20,SMA_50,SMA_200,SMA_65,desc_number,rsi_peak_rsi_value,rsi_peak_high_value,rsi_bottom_rsi_value,rsi_bottom_low_value,be_current_rsi_less_than_peak,be_current_price_close_above_rsi_peak,be_pre_signal_1,be_pre_signal_last_10,be_close_below_SMA65,be_signal,bu_current_rsi_more_than_bottom,bu_current_price_close_below_rsi_bottom,bu_pre_signal_1,bu_pre_signal_last_13,bu_close_above_SMA65,bu_signal,Combined_Signals_65
832,2024-12-09 13:00:00-05:00,30m,META,610.1599731445312,611.47998046875,609.5,611.1799926757812,330534,834945.6,40.32177796437064,3.732172987691223,0.395874892927156,619.7092315673829,614.494013671875,579.3665704345703,611.0599787785457,8,77.06811549654651,624.3099975585938,37.46662541552892,610.25,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
833,2024-12-09 13:30:00-05:00,30m,META,611.0900268554688,613.8399047851562,610.830078125,613.1950073242188,443037,827646.9,45.22429802605544,3.680576821438725,0.5352971176476345,619.1684814453125,614.5695874023437,579.5579956054687,611.398979304387,7,77.06811549654651,624.3099975585938,37.46662541552892,610.25,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
837,2024-12-09 15:30:00-05:00,30m,META,610.3300170898438,613.9199829101562,610.3300170898438,613.8099975585938,950060,508122.8,48.71620100756755,3.42241529223872,1.869744872696128,616.6224792480468,614.4393884277343,580.3821115112305,612.634526179387,3,77.06811549654651,624.3099975585938,39.90680384260475,609.5800170898438,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
838,2024-12-10 09:30:00-05:00,30m,META,617.4000244140625,624.0800170898438,613.0,622.739990234375,2168507,625028.6,63.29339736243077,3.969386849210508,3.469452437856444,616.5296844482422,614.6969885253907,580.6800500488281,613.0762178861178,2,77.06811549654651,624.3099975585938,39.90680384260475,609.5800170898438,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
839,2024-12-10 10:00:00-05:00,30m,META,622.614990234375,625.5900268554688,622.1002807617188,624.2999877929688,621128,644097.6,65.1566478520514,3.935126795249043,0.9643383238813495,616.4483703613281,615.0101879882812,580.9808993530273,613.498525766226,1,77.06811549654651,624.3099975585938,39.90680384260475,609.5800170898438,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
1607,2024-12-02 13:00:00-05:00,30m,CLSK,14.5,14.599900245666504,14.359999656677246,14.362700462341309,1866143,3749747.9,48.33751943065087,0.4287666638776587,0.4976715901354328,14.552524995803832,14.260962028503418,,14.37963385948768,73,63.50589000341139,15.399999618530272,52.43594049352716,14.229999542236328,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell
1609,2024-12-02 14:00:00-05:00,30m,CLSK,14.399999618530272,14.399999618530272,14.109999656677246,14.18000030517578,1980977,3513702.5,45.44757687638747,0.4056028844620666,0.5637862055765962,14.595265007019044,14.222390022277832,,14.395223089364858,71,63.50589000341139,15.399999618530272,52.43594049352716,14.229999542236328,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
1610,2024-12-02 14:30:00-05:00,30m,CLSK,14.18000030517578,14.31999969482422,14.164999961853027,14.3100004196167,1419517,2468930.2,47.83287451472538,0.3877026593555755,0.5749522606997962,14.61421504020691,14.205190029144289,,14.39560771355262,70,63.50589000341139,15.399999618530272,52.43594049352716,14.229999542236328,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell
1906,2024-12-09 10:00:00-05:00,30m,RCL,255.0,256.2449951171875,248.58999633789065,249.22999572753903,524382,281873.6,35.01904838658294,1.8367469332029889,1.8603444948374024,254.33850555419923,250.92465240478515,241.59524230957032,249.9639573317308,14,76.78851710524627,258.2099914550781,54.30917643066573,250.3300018310547,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
1907,2024-12-09 10:30:00-05:00,30m,RCL,249.25,249.9900054931641,243.7899932861328,245.2554931640625,848388,352334.8,27.555345156063996,2.1484087384764363,2.4079029377739585,253.9997802734375,250.93056213378907,241.6495198059082,249.9761955848107,13,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell
1908,2024-12-09 11:00:00-05:00,30m,RCL,246.0749969482422,247.22000122070312,244.8300018310547,246.91000366210935,403308,380848.8,33.87358927569912,2.16566521356015,1.0589714343329952,253.7317802429199,250.95376220703125,241.7171254730225,249.98258643517127,12,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
1909,2024-12-09 11:30:00-05:00,30m,RCL,246.9850006103516,249.0500030517578,246.7700042724609,248.68499755859372,307374,400897.0,39.92676262603512,2.17383189682706,0.7667156401769033,253.5612800598145,251.00546203613283,241.7931004333496,250.00558636005107,11,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
1910,2024-12-09 12:00:00-05:00,30m,RCL,248.5399932861328,249.47999572753903,248.01010131835935,249.17999267578125,149294,404910.2,41.53407295533551,2.1235506477093904,0.3687089137295133,253.46428451538085,251.0732620239258,241.8726136779785,250.0331247182993,10,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
1911,2024-12-09 12:30:00-05:00,30m,RCL,249.2100067138672,249.2700042724609,248.35659790039065,248.5,112008,399933.6,39.952635098239696,2.037111770878028,0.2800664910375122,253.33228454589843,251.12656188964843,241.95090019226075,250.0562016413762,9,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
1912,2024-12-09 13:00:00-05:00,30m,RCL,248.5800018310547,250.13999938964844,248.47540283203125,249.8600006103516,110486,393860.4,44.503875896555634,2.010503541359397,0.2805207124148556,253.19528427124024,251.2025619506836,242.0333966827393,250.09512469951923,8,44.503875896555634,250.13999938964844,27.555345156063996,243.7899932861328,0,0,0,2,1,Sell,1,0,0,0,0,0,Sell
2586,2024-12-04 09:30:00-05:00,30m,BIDU,85.0999984741211,85.87999725341797,84.80000305175781,84.94000244140625,471590,157103.3,35.27762495553483,0.4028073221167761,3.0017829033508527,86.29732551574708,85.45791610717774,84.43357467651367,84.98718919020433,54,73.84552457221386,86.87999725341797,57.73122878071688,86.05000305175781,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2693,2024-12-03 09:30:00-05:00,30m,MGM,38.2400016784668,38.25,37.47999954223633,37.59999847412109,278354,182764.1,38.60498878832104,0.2583704628176014,1.5230233946382248,38.17841510772705,37.82906608581543,,37.87112297644982,67,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2694,2024-12-03 10:00:00-05:00,30m,MGM,37.58000183105469,37.720001220703125,37.31999969482422,37.38999938964844,271101,197653.1,34.76285767970488,0.2684869673219803,1.371600040677328,38.14841499328613,37.81286605834961,,37.863738368107725,66,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2695,2024-12-03 10:30:00-05:00,30m,MGM,37.40999984741211,37.47999954223633,37.31999969482422,37.459999084472656,169971,201809.8,37.01316565966692,0.2607378873284181,0.8422336279011228,38.11741485595703,37.797466049194334,,37.85773837749775,65,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2696,2024-12-03 11:00:00-05:00,30m,MGM,37.470001220703125,37.52999877929688,37.290000915527344,37.459999084472656,173565,208608.0,37.01316565966692,0.2592564570742119,0.8320150713299586,38.08666477203369,37.78046600341797,,37.84927685077374,64,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2745,2024-12-09 09:30:00-05:00,30m,MGM,37.060001373291016,37.90499877929688,36.81999969482422,37.66999816894531,1222216,384921.5,60.537786506528256,0.3044642612238685,3.1752344309164338,37.06355018615723,37.24573020935058,37.48222497940064,37.43867398775541,15,53.087609955673415,37.81999969482422,33.921044903048255,36.560001373291016,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2746,2024-12-09 10:00:00-05:00,30m,MGM,37.68000030517578,38.0,37.61000061035156,37.74660110473633,356616,393881.4,61.66792445157927,0.3105739132541948,0.9053892872321464,37.08313026428223,37.25146224975586,37.48130798339844,37.43362168532151,14,53.087609955673415,37.81999969482422,33.921044903048255,36.560001373291016,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2747,2024-12-09 10:30:00-05:00,30m,MGM,37.7400016784668,37.84999847412109,37.709999084472656,37.79999923706055,178291,400843.3,62.47467599004249,0.2983900187109264,0.4447897719632585,37.1076301574707,37.2668522644043,37.481057987213134,37.42900631244366,13,62.47467599004249,37.84999847412109,33.921044903048255,36.560001373291016,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2751,2024-12-09 12:30:00-05:00,30m,MGM,37.303001403808594,37.43999862670898,37.22999954223633,37.400001525878906,133695,372130.5,53.53011264012155,0.3027252926213042,0.3592691273625784,37.15311527252197,37.28506622314453,37.47326150894165,37.36824786846454,9,62.47467599004249,37.84999847412109,33.921044903048255,36.560001373291016,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2867,2024-12-09 10:30:00-05:00,30m,VLO,135.15499877929688,136.5800018310547,134.93519592285156,136.25999450683594,252767,159637.6,70.72849698126375,0.9262536052012974,1.583380105939954,132.41436004638672,133.9933740234375,138.8886166381836,135.127536714994,13,70.72849698126375,136.5800018310547,28.67249614799455,130.57220458984375,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2869,2024-12-09 11:30:00-05:00,30m,VLO,134.9499969482422,135.49000549316406,134.75,135.14230346679688,104719,176197.5,61.53103027448637,0.9661472561668712,0.594327388300061,132.5279754638672,133.83782012939454,138.84797813415528,135.0632845365084,11,70.72849698126375,136.5800018310547,28.67249614799455,130.57220458984375,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2871,2024-12-09 12:30:00-05:00,30m,VLO,134.83999633789062,135.16000366210938,134.72000122070312,135.1300048828125,72578,180838.3,60.78642969405432,0.9129094565290876,0.4013419723587315,132.6713508605957,133.69056640625,138.81239067077638,134.96278451772835,9,70.72849698126375,136.5800018310547,28.67249614799455,130.57220458984375,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
3173,2024-12-03 09:30:00-05:00,30m,BILI,19.61000061035156,19.61000061035156,18.709999084472656,18.709999084472656,2267541,448083.9,31.664974807665303,0.222648205228775,5.060527727061829,19.565439891815185,18.931861915588375,,18.80316614004282,67,79.13927055374987,19.950000762939453,31.664974807665303,18.709999084472656,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
3175,2024-12-03 10:30:00-05:00,30m,BILI,18.84000015258789,18.94499969482422,18.7549991607666,18.76409912109375,606013,577184.4,34.64131009322557,0.2241200933231071,1.0499469493631497,19.532894802093505,18.9454439163208,,18.819767673198992,65,79.13927055374987,19.950000762939453,31.664974807665303,18.709999084472656,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
3779,2024-12-03 12:30:00-05:00,30m,Z,83.51000213623047,84.54000091552734,83.44999694824219,84.4800033569336,285679,216911.1,57.66916695144645,0.5696256847029645,1.317032646093261,83.63250045776367,84.44659866333008,,84.42622809776893,61,44.59485557985324,83.87000274658203,34.57230398089766,82.7699966430664,0,1,0,0,0,0,1,0,0,2,1,Buy,Buy
3780,2024-12-03 13:00:00-05:00,30m,Z,84.5199966430664,84.69999694824219,84.38999938964844,84.55000305175781,172701,226298.3,58.44386949223282,0.5510808185523063,0.7631564178785258,83.66750068664551,84.43909866333007,,84.40961280235878,60,58.44386949223282,84.69999694824219,34.57230398089766,82.7699966430664,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
4532,2024-12-06 09:30:00-05:00,30m,BABA,86.01000213623047,86.69000244140625,85.97000122070312,86.04000091552734,2897469,941465.6,70.38368039085108,0.4280858686878396,3.077615369058625,84.45678977966308,85.13984603881836,86.61988159179687,85.49923529991737,28,42.597655857678085,85.05999755859375,30.37738334042571,84.04000091552734,0,1,0,0,0,0,1,0,0,2,1,Buy,Buy
4533,2024-12-06 10:00:00-05:00,30m,BABA,86.04000091552734,86.19999694824219,85.91999816894531,86.16000366210938,933950,979324.2,71.40659291087223,0.4175082194456279,0.9536678456429444,84.53279495239258,85.15074615478515,86.59378162384033,85.4860815194937,27,42.597655857678085,85.05999755859375,30.37738334042571,84.04000091552734,0,1,0,0,0,0,1,0,0,2,1,Buy,Buy
4534,2024-12-06 10:30:00-05:00,30m,BABA,86.16500091552734,86.47000122070312,86.0999984741211,86.44000244140625,709896,988268.8,73.68997360601854,0.4141149713839424,0.718322788294035,84.61979522705079,85.17014617919922,86.5681816482544,85.47869696983925,26,73.68997360601854,86.47000122070312,30.37738334042571,84.04000091552734,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
4535,2024-12-06 11:00:00-05:00,30m,BABA,86.44000244140625,86.44000244140625,86.0250015258789,86.05999755859375,622895,995219.9,65.98810989902135,0.4141782531084711,0.6258868014998494,84.683544921875,85.18070205688477,86.54085662841797,85.4652354313777,25,73.68997360601854,86.47000122070312,30.37738334042571,84.04000091552734,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
4536,2024-12-06 11:30:00-05:00,30m,BABA,86.06999969482422,86.43000030517578,86.06465148925781,86.41000366210938,622253,1008831.3,69.18295325399261,0.411022859785154,0.6168058029127367,84.76630516052246,85.19390213012696,86.5144316482544,85.45923544076773,24,73.68997360601854,86.47000122070312,30.37738334042571,84.04000091552734,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
4537,2024-12-06 12:00:00-05:00,30m,BABA,86.40899658203125,86.45999908447266,86.1500015258789,86.2249984741211,382794,997977.8,65.67148603261816,0.4038067668429109,0.383569654555442,84.83480491638184,85.20500213623046,86.48798164367676,85.45377385066105,23,73.68997360601854,86.47000122070312,30.37738334042571,84.04000091552734,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
4538,2024-12-06 12:30:00-05:00,30m,BABA,86.2300033569336,86.33260345458984,86.16999816894531,86.20999908447266,400146,940084.8,65.38173809950047,0.3865780896144551,0.4256488350838137,84.89855499267578,85.2126220703125,86.46033164978027,85.44888153076172,22,73.68997360601854,86.47000122070312,30.37738334042571,84.04000091552734,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
4667,2024-12-09 10:30:00-05:00,30m,PEP,160.52999877929688,161.47000122070312,160.35499572753906,161.25999450683594,629520,430514.5,63.238708245119184,0.7522952367556389,1.462250400393018,159.54218444824218,160.18454620361328,160.73469146728516,160.74649681678184,13,63.238708245119184,161.47000122070312,27.037937505547788,157.6999969482422,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5147,2024-12-09 10:30:00-05:00,30m,NFLX,910.3200073242188,913.0599975585938,904.5700073242188,908.614990234375,323053,252528.9,35.91431546787257,5.53867995189775,1.2792714022038667,922.9805145263672,915.998203125,882.535252380371,911.2780489408052,13,73.58419435356888,935.27001953125,52.75708483921103,912.7100219726562,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
5148,2024-12-09 11:00:00-05:00,30m,NFLX,909.0399780273438,910.4000244140624,902.5900268554688,908.1900024414062,268775,268722.4,35.55909630279049,5.700916923804607,1.0001957410323812,922.2100158691406,916.301845703125,882.8953274536133,911.4828181340145,12,73.58419435356888,935.27001953125,35.55909630279049,902.5900268554688,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell
5150,2024-12-09 12:00:00-05:00,30m,NFLX,911.7899780273438,914.0499877929688,911.1199951171876,911.4000244140624,126924,274703.0,40.576408918416334,5.377575642069566,0.4620408222698696,921.1410125732422,916.8244458007812,883.6574285888672,911.9292790339543,10,73.58419435356888,935.27001953125,35.55909630279049,902.5900268554688,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
5151,2024-12-09 12:30:00-05:00,30m,NFLX,911.0,912.1099853515624,909.6099853515624,910.6824951171876,119401,273927.6,39.82915969626521,5.172034524778882,0.4358852485109204,920.7771362304688,917.0536962890624,884.0383410644531,912.1810866135818,9,73.58419435356888,935.27001953125,35.55909630279049,902.5900268554688,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
5625,2024-12-09 09:30:00-05:00,30m,FUTU,92.8000030517578,103.25,92.76000213623048,102.91349792480467,4222472,498124.8,89.02798635804977,1.9445994488326304,8.476735147497173,85.41166954040527,86.25928161621094,86.87777965545655,86.31524423452524,15,89.02798635804977,103.25,31.834637992120506,83.1500015258789,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5626,2024-12-09 10:00:00-05:00,30m,FUTU,102.83000183105467,104.97000122070312,101.02999877929688,102.88500213623048,1846192,670623.8,88.91126112960568,2.0871282340164603,2.752947330530172,86.25041961669922,86.53456771850585,86.94745468139648,86.54953660231371,14,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5627,2024-12-09 10:30:00-05:00,30m,FUTU,102.97000122070312,104.00499725341795,102.0999984741211,102.1999969482422,758815,739295.6,85.99251256245722,2.074118987250776,1.0264027000837013,87.05191955566406,86.79056762695312,87.01380466461181,86.77347963773288,13,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5628,2024-12-09 11:00:00-05:00,30m,FUTU,102.25,102.83999633789062,101.02999877929688,102.36499786376952,531005,787094.6,86.11078803632061,2.055253170918131,0.674639363552996,87.859419631958,87.06026763916016,87.08337966918945,87.01409501295824,12,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5629,2024-12-09 11:30:00-05:00,30m,FUTU,102.45999908447266,102.54000091552734,101.20999908447266,102.26000213623048,290595,809641.0,85.61538776546548,2.003449503785028,0.3589183354103856,88.66041984558106,87.34546768188477,87.14952968597412,87.25886430006761,11,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5630,2024-12-09 12:00:00-05:00,30m,FUTU,102.13999938964844,103.02999877929688,101.5999984741211,102.37460327148438,205741,825188.7,85.71200883156754,1.9624888467415107,0.249326002646425,89.4646499633789,87.64015975952148,87.21615268707275,87.50924283541165,10,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5631,2024-12-09 12:30:00-05:00,30m,FUTU,102.43180084228516,103.5,102.4000015258789,102.49500274658205,179716,837264.6,85.81977369551355,1.9026965525825188,0.2146466003698233,90.24790000915527,87.93265975952148,87.28425270080567,87.76362750713642,9,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5632,2024-12-09 13:00:00-05:00,30m,FUTU,102.49500274658205,102.74539947509766,100.9000015258789,101.42489624023438,245887,856725.7,80.0413732243064,1.8986037951993924,0.2870078486031177,91.0791446685791,88.20695770263671,87.3462771987915,88.00424123910757,8,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5633,2024-12-09 13:30:00-05:00,30m,FUTU,101.4499969482422,102.33000183105467,101.38999938964844,102.22000122070312,115155,861218.9,81.06170921391812,1.8301322699284537,0.1337116498488363,92.00514488220216,88.49735778808594,87.41137722015381,88.25516427847056,7,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5634,2024-12-09 14:00:00-05:00,30m,FUTU,102.20999908447266,102.30999755859376,100.75,101.02999877929688,162828,855840.6,74.8908010091736,1.8108369334045464,0.1902550545043084,92.85314483642578,88.75915771484375,87.46887722015381,88.48747194730319,6,89.02798635804977,103.25,31.834637992120506,83.1500015258789,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5722,2024-12-05 11:00:00-05:00,30m,SCHW,81.52999877929688,81.76000213623047,81.3499984741211,81.7300033569336,425555,400033.5,62.39925404695088,0.3634392914953982,1.0637984068834234,81.10049476623536,81.62157150268554,80.93265525817871,81.75112879826473,38,62.46339352677092,81.69000244140625,27.75505266150553,80.4800033569336,1,1,1,2,1,Sell,1,0,0,0,0,0,Sell
5723,2024-12-05 11:30:00-05:00,30m,SCHW,81.7300033569336,81.80000305175781,81.56999969482422,81.69999694824219,360529,413818.3,61.311793646602034,0.3539081533124122,0.8712253663020703,81.12399978637696,81.60257141113281,80.95335525512695,81.74620572603666,37,62.46339352677092,81.69000244140625,27.75505266150553,80.4800033569336,1,1,1,2,1,Sell,1,0,0,0,0,0,Sell
5724,2024-12-05 12:00:00-05:00,30m,SCHW,81.69999694824219,81.79000091552734,81.61499786376953,81.7300033569336,237823,413392.4,62.02451869712886,0.3411292174870836,0.5752960141502359,81.15099983215332,81.57821151733398,80.97333026885987,81.73866729736328,36,62.46339352677092,81.69000244140625,27.75505266150553,80.4800033569336,1,1,1,2,1,Sell,1,0,0,0,0,0,Sell
5878,2024-12-10 09:30:00-05:00,30m,WMT,94.0500030517578,95.08660125732422,93.7699966430664,94.91999816894533,1749381,902009.5,56.53393978823936,0.3879711023590394,1.939426358591567,94.6359146118164,94.8655731201172,90.73540111541747,94.49602837195764,2,71.04428082797882,95.9800033569336,26.545085005186863,93.7300033569336,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5879,2024-12-10 10:00:00-05:00,30m,WMT,94.91000366210938,95.23999786376952,94.77999877929688,95.1364974975586,570343,895784.9,59.67334020797139,0.3931159582242977,0.6366963765520048,94.59973945617676,94.89010299682616,90.78900859832764,94.53205143855168,1,59.67334020797139,95.23999786376952,26.545085005186863,93.7300033569336,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
5937,2024-12-03 11:30:00-05:00,30m,V,314.885009765625,314.9700012207031,313.4100036621094,313.6099853515625,254010,303927.1,41.3360364181622,1.1815553514160075,0.83575962788445,315.16337432861326,314.54478759765624,,313.82699021559495,63,65.36350983178606,316.8949890136719,41.3360364181622,313.4100036621094,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell
