No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
330,PLAY,Dave & Buster's Entertainment Inc,Communication Services,Entertainment,USA,1140.66,13.57,27.48,7.81%,3767649
331,PLNT,Planet Fitness Inc,Consumer Cyclical,Leisure,USA,8502.43,53.99,100.34,0.08%,753293
332,PLSE,Pulse Biosciences Inc,Healthcare,Medical Instruments & Supplies,USA,1118.08,,17.65,2.98%,314745
333,PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA,180083.32,385.16,76.07,3.92%,76172784
334,PLUG,Plug Power Inc,Industrials,Electrical Equipment & Parts,USA,2241.89,,2.43,1.25%,31130204
335,PR,Permian Resources Corp,Energy,Oil & Gas E&P,USA,11729.47,8.92,14.68,-0.54%,4620246
336,PRAX,Praxis Precision Medicines Inc,Healthcare,Biotechnology,USA,1292.89,,70.18,-1.15%,186848
337,PRG,PROG Holdings Inc,Industrials,Rental & Leasing Services,USA,1717.34,12.18,44.13,-6.33%,453470
338,PRKS,United Parks & Resorts Inc,Consumer Cyclical,Leisure,USA,3080.22,14.02,55.85,0.27%,458495
339,PSFE,Paysafe Limited,Technology,Software - Infrastructure,United Kingdom,1114.89,,18.65,-1.64%,376145
340,PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling,USA,3049.97,,7.72,1.31%,6560875
341,PTGX,Protagonist Therapeutics Inc,Healthcare,Biotechnology,USA,2490.73,15.41,41.08,1.73%,530558
342,PTON,Peloton Interactive Inc,Consumer Cyclical,Leisure,USA,3744.27,,9.58,2.46%,8696340
343,PVH,PVH Corp,Consumer Cyclical,Apparel Manufacturing,USA,6113.36,8.83,108.52,1.26%,734111
344,QBTS,D-Wave Quantum Inc,Technology,Computer Hardware,USA,1859.13,,5,27.88%,81275232
345,QS,QuantumScape Corp,Consumer Cyclical,Auto Parts,USA,2485.65,,4.89,-0.81%,8436824
346,QTWO,Q2 Holdings Inc,Technology,Software - Application,USA,6300.19,,105.1,-0.76%,470315
347,QXO,QXO Inc,Technology,Software - Application,USA,6670.19,,16.14,0.94%,912957
348,RBC,RBC Bearings Inc,Industrials,Tools & Accessories,USA,10192.93,47.73,327.58,-0.93%,150671
349,RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,66195.54,25.75,245.17,0.42%,1931702
350,RDFN,Redfin Corp,Real Estate,Real Estate Services,USA,1092.86,,9.02,-2.28%,4551492
351,RDNT,Radnet Inc,Healthcare,Diagnostics & Research,USA,5790.38,,78.34,-0.15%,298336
352,RES,"RPC, Inc",Energy,Oil & Gas Equipment & Services,USA,1298.56,11.1,6.1,-0.97%,1805213
353,REVG,REV Group Inc,Industrials,Farm & Heavy Construction Machinery,USA,1903.6,7.86,35.23,3.65%,790876
354,REZI,Resideo Technologies Inc,Industrials,Industrial Distribution,USA,3822.91,22.12,26.19,-0.68%,881943
355,RGTI,Rigetti Computing Inc,Technology,Computer Hardware,USA,2080.65,,7.16,19.93%,124453912
356,RH,RH,Consumer Cyclical,Specialty Retail,USA,9704.41,128.01,446.04,16.95%,3056518
357,RHP,Ryman Hospitality Properties Inc,Real Estate,REIT - Hotel & Motel,USA,6643.01,20.17,113.24,-2.07%,594283
358,RITM,Rithm Capital Corporation,Real Estate,REIT - Mortgage,USA,5758.71,11.27,11.12,-0.36%,3043983
359,RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,USA,14842.62,,14.37,1.20%,32045960
360,RKLB,Rocket Lab USA Inc,Industrials,Aerospace & Defense,USA,13202.62,,24.42,8.15%,18758536
361,RKT,Rocket Companies Inc,Financial,Mortgage Finance,USA,23383.62,,12.11,-3.20%,2404304
362,RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA,14215.4,21.66,227.45,0.61%,443564
363,RLJ,RLJ Lodging Trust,Real Estate,REIT - Hotel & Motel,USA,1576.49,35.8,10.36,-1.24%,1740415
364,ROKU,Roku Inc,Communication Services,Entertainment,USA,12210.45,,82.99,1.33%,2019540
365,ROOT,Root Inc,Financial,Insurance - Property & Casualty,USA,1152.43,,76.29,0.04%,350587
366,RRC,Range Resources Corp,Energy,Oil & Gas E&P,USA,8360.02,17.95,35.35,-2.00%,1404051
367,RRR,Red Rock Resorts Inc,Consumer Cyclical,Resorts & Casinos,USA,5178.95,21.47,49.49,-0.92%,419445
368,RSI,Rush Street Interactive Inc,Consumer Cyclical,Gambling,USA,3040.29,,13.57,-0.73%,1135677
369,RUN,Sunrun Inc,Technology,Solar,USA,2254.71,,10.12,-0.69%,5758211
370,RVLV,Revolve Group Inc,Consumer Cyclical,Internet Retail,USA,2550.91,65.21,37.09,-2.80%,1003690
371,RYTM,Rhythm Pharmaceuticals Inc,Healthcare,Biotechnology,USA,3368.06,,55.24,-0.79%,519567
372,SABR,Sabre Corp,Technology,Software - Infrastructure,USA,1532.33,,3.9,1.83%,16289169
373,SAFE,Safehold Inc,Real Estate,REIT - Diversified,USA,1454.46,12.05,20.43,-0.34%,271085
374,SAH,"Sonic Automotive, Inc",Consumer Cyclical,Auto & Truck Dealerships,USA,2238.32,11.83,66.52,-1.58%,99688
375,SAIA,Saia Inc,Industrials,Trucking,USA,14182.09,37.75,528.65,0.87%,254017
376,SBGI,Sinclair Inc,Communication Services,Broadcasting,USA,1134.54,,17.22,-0.81%,286176
377,SBH,Sally Beauty Holdings Inc,Consumer Cyclical,Specialty Retail,USA,1265.65,8.67,12.47,-0.95%,1547034
378,SDGR,Schrodinger Inc,Healthcare,Health Information Services,USA,1499.08,,20.83,-1.14%,457154
379,SEMR,SEMrush Holdings Inc,Technology,Software - Application,USA,1876.36,166.67,13.3,-3.83%,508035
380,SEZL,Sezzle Inc,Financial,Credit Services,USA,1733.55,32.86,309.01,-2.17%,58978
381,SG,Sweetgreen Inc,Consumer Cyclical,Restaurants,USA,3639.68,,34.46,-8.69%,5154445
382,SGRY,Surgery Partners Inc,Healthcare,Medical Care Facilities,USA,2602.09,,20.36,0.54%,2573112
383,SHAK,Shake Shack Inc,Consumer Cyclical,Restaurants,USA,5455.67,725.81,131.59,-2.41%,533337
384,SHC,Sotera Health Co,Healthcare,Diagnostics & Research,USA,3655.1,52.98,13.15,-1.87%,811641
385,SHOP,Shopify Inc,Technology,Software - Application,Canada,148113.42,107.86,114.63,-0.59%,4667226
386,SITE,SiteOne Landscape Supply Inc,Industrials,Industrial Distribution,USA,6208.59,45.49,141.29,-2.61%,259149
387,SITM,SiTime Corp,Technology,Semiconductors,USA,5786.7,,252.61,-1.94%,285584
388,SKT,Tanger Inc,Real Estate,REIT - Retail,USA,3936.23,41.08,35.53,0.08%,511094
389,SKY,Champion Homes Inc,Consumer Cyclical,Residential Construction,USA,5896.37,40.83,105.37,-2.52%,637922
390,SKYW,Skywest Inc,Industrials,Airlines,USA,4273.28,18.21,106.6,-0.60%,247045
391,SLB,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,USA,55580.77,12.95,40.22,-2.14%,10763107
392,SLG,SL Green Realty Corp,Real Estate,REIT - Office,USA,5815.01,,74.63,2.23%,816820
393,SM,SM Energy Co,Energy,Oil & Gas E&P,USA,4607.71,5.65,40.43,-0.39%,857028
394,SMG,Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA,4363.41,,75.16,1.13%,679257
395,SMTC,Semtech Corp,Technology,Semiconductors,USA,5667.63,,65.15,0.95%,2039799
396,SOFI,SoFi Technologies Inc,Financial,Credit Services,USA,18021.8,137.36,16.25,2.20%,41622264
397,SONO,Sonos Inc,Technology,Consumer Electronics,USA,1783.89,,14.57,0.55%,1236511
398,SOUN,SoundHound AI Inc,Technology,Software - Application,USA,7734.41,,16.91,23.70%,159555440
399,SPG,"Simon Property Group, Inc",Real Estate,REIT - Retail,USA,68348.34,23.45,179.6,1.35%,1462367
400,SPR,Spirit Aerosystems Holdings Inc,Industrials,Aerospace & Defense,USA,3911.55,,32.97,1.48%,1532204
401,SQ,Block Inc,Technology,Software - Infrastructure,USA,55720.17,51.68,91.98,-2.26%,8351614
402,STR,Sitio Royalties Corp,Energy,Oil & Gas E&P,USA,3246.39,,21.23,-1.62%,768050
403,STWD,Starwood Property Trust Inc,Real Estate,REIT - Mortgage,USA,6756.84,17.12,20.14,-0.49%,1341511
404,SYF,Synchrony Financial,Financial,Credit Services,USA,26317.04,8.88,68.06,-0.69%,2035754
405,SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery,USA,15702.15,,26.87,-0.52%,2062683
406,SYRE,Spyre Therapeutics Inc,Healthcare,Biotechnology,USA,1427.83,2.62,24.12,0.84%,422875
407,TALO,Talos Energy Inc,Energy,Oil & Gas E&P,USA,1785.24,18.7,9.96,-0.40%,1457327
408,TASK,TaskUs Inc,Technology,Information Technology Services,USA,1905.67,31.82,18.46,15.59%,929658
409,TEX,Terex Corp,Industrials,Farm & Heavy Construction Machinery,USA,3238.7,7.22,49.55,-2.15%,794540
410,TFII,TFI International Inc,Industrials,Trucking,Canada,12935.7,27.77,152.85,0.22%,197088
411,TGI,Triumph Group Inc,Industrials,Aerospace & Defense,USA,1410.24,,18.42,-1.02%,380208
412,TGTX,TG Therapeutics Inc,Healthcare,Biotechnology,USA,5200.41,,32.02,4.33%,2117001
413,THC,Tenet Healthcare Corp,Healthcare,Medical Care Facilities,USA,13130.37,4.37,136.71,1.00%,1009359
414,THO,"Thor Industries, Inc",Consumer Cyclical,Recreational Vehicles,USA,5539.78,26.73,104.61,-0.49%,547103
415,TILE,Interface Inc,Industrials,Building Products & Equipment,USA,1511.9,18.2,26.13,-0.76%,710473
416,TLRY,Tilray Brands Inc,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1057.14,,1.19,-1.65%,48548000
417,TMDX,Transmedics Group Inc,Healthcare,Medical Devices,USA,2109.07,68.85,64.26,-2.21%,1241911
418,TMHC,Taylor Morrison Home Corp,Consumer Cyclical,Residential Construction,USA,6452.82,8.56,64.72,-3.65%,673652
419,TNL,Travel+Leisure Co,Consumer Cyclical,Travel Services,USA,3607.9,9.77,53.15,-0.77%,376001
420,TOL,Toll Brothers Inc,Consumer Cyclical,Residential Construction,USA,13065.12,8.9,133.85,-3.33%,2505619
421,TOST,Toast Inc,Technology,Software - Infrastructure,USA,20848.61,,38.13,-3.74%,6649984
422,TPC,Tutor Perini Corp,Industrials,Engineering & Construction,USA,1380.64,,26.2,0.50%,279786
423,TPH,Tri Pointe Homes Inc,Consumer Cyclical,Residential Construction,USA,3557.12,8.09,39.03,-2.62%,599938
424,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,27546.23,61.51,1198.97,0.18%,125654
425,TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,USA,15137.43,18.29,63.2,2.78%,3724470
426,TPX,Tempur Sealy International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,10251.31,26.46,57.86,2.03%,1703692
427,TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,USA,40052.76,33.26,184.62,-0.51%,996896
428,TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,USA,17664,12.3,73.59,-1.71%,1086890
429,TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA,1667.74,,10.62,-0.56%,952393
430,TRU,TransUnion,Financial,Financial Data & Stock Exchanges,USA,18975.8,85.98,98.43,-1.09%,927992
431,TRUP,Trupanion Inc,Financial,Insurance - Specialty,USA,2204.34,,52.73,-1.27%,319675
432,TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,1461046.48,119.5,436.23,4.34%,89000160
433,TWO,Two Harbors Investment Corp,Real Estate,REIT - Mortgage,USA,1223.09,,11.84,-0.34%,1219410
434,TWST,Twist Bioscience Corp,Healthcare,Diagnostics & Research,USA,2825.97,,47.5,0.23%,814078
435,TXG,10x Genomics Inc,Healthcare,Health Information Services,USA,1633.89,,14.2,-4.98%,2987558
436,U,Unity Software Inc,Technology,Software - Application,USA,9212.17,,24.44,-6.43%,11376719
437,UA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA,3347.08,,8,-8.05%,5657087
438,UAA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA,3343.9,,8.81,-8.13%,16982340
439,UCTT,Ultra Clean Hldgs Inc,Technology,Semiconductor Equipment & Materials,USA,1682.54,505.56,37.31,0.08%,203636
440,UDMY,Udemy Inc,Consumer Defensive,Education & Training Services,USA,1109.55,,7.94,-4.22%,501301
441,UE,Urban Edge Properties,Real Estate,REIT - Retail,USA,2925.31,10,22.33,-0.58%,1237914
442,UEC,Uranium Energy Corp,Energy,Uranium,USA,3211.66,,7.88,-3.67%,5586124
443,UHAL-B,U-Haul Holding Company,Industrials,Rental & Leasing Services,USA,13142.39,29.36,66.68,-0.46%,169932
444,ULCC,Frontier Group Holdings Inc,Industrials,Airlines,USA,1384.79,,6.31,-2.62%,5090296
445,UP,Wheels Up Experience Inc,Industrials,Airports & Air Services,USA,1479.49,,2.1,0.96%,979027
446,UPBD,Upbound Group Inc,Technology,Software - Application,USA,1651.44,21.99,31.85,-5.21%,860452
447,UPST,Upstart Holdings Inc,Financial,Credit Services,USA,8442.84,,84.46,9.57%,13372810
448,UPWK,Upwork Inc,Communication Services,Internet Content & Information,USA,2240.4,27.11,16.89,-0.76%,878344
449,URBN,"Urban Outfitters, Inc",Consumer Cyclical,Apparel Retail,USA,4901.64,15.02,52.44,1.29%,1556807
450,URI,"United Rentals, Inc",Industrials,Rental & Leasing Services,USA,50603.17,20.34,778.82,-0.99%,384315
451,USFD,US Foods Holding Corp,Consumer Defensive,Food Distribution,USA,16316.01,29.86,69.5,0.78%,1648842
452,UUUU,Energy Fuels Inc,Energy,Uranium,USA,1173.7,,5.97,-3.08%,3468635
453,UWMC,UWM Holdings Corporation,Financial,Mortgage Finance,USA,9267.37,,6.02,-3.68%,4346730
454,VAC,Marriott Vacations Worldwide Corp,Consumer Cyclical,Resorts & Casinos,USA,3290.41,17.98,94.55,-0.32%,283724
455,VCEL,Vericel Corp,Healthcare,Biotechnology,USA,2859.52,919.52,57.47,0.81%,326531
456,VCYT,Veracyte Inc,Healthcare,Diagnostics & Research,USA,3260.51,,43.22,-2.66%,684684
457,VET,Vermilion Energy Inc,Energy,Oil & Gas E&P,Canada,1461.04,,9.42,-0.95%,541050
458,VMEO,Vimeo Inc,Technology,Software - Application,USA,1086.76,34.65,6.84,-4.20%,1366719
459,VNO,Vornado Realty Trust,Real Estate,REIT - Office,USA,9370.81,,44.66,1.04%,1063711
460,VNOM,Viper Energy Inc,Energy,Oil & Gas Midstream,USA,9638.99,21.91,51.19,-0.06%,807233
461,VRN,Veren Inc,Energy,Oil & Gas E&P,Canada,2991.52,3.49,4.86,-2.61%,8154151
462,VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,USA,47489.15,83.7,125.78,0.59%,11623199
463,VSCO,Victoria's Secret & Co,Consumer Cyclical,Apparel Retail,USA,3986.81,25.18,48.71,4.10%,1411151
464,VSEC,VSE Corp,Industrials,Aerospace & Defense,USA,2190.73,138.02,108.21,-0.82%,113975
465,VSTS,Vestis Corp,Industrials,Rental & Leasing Services,USA,2068.53,100.88,16.05,-2.01%,1173951
466,VTLE,Vital Energy Inc,Energy,Oil & Gas E&P,USA,1188.61,2.21,31.49,-1.07%,487821
467,VYX,NCR Voyix Corp,Technology,Information Technology Services,USA,2065.33,,14.67,-3.55%,1044762
468,W,Wayfair Inc,Consumer Cyclical,Internet Retail,USA,6433.58,,52.29,-1.82%,4030421
469,WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,USA,28614.02,,12.07,-3.36%,36587812
470,WCC,"Wesco International, Inc",Industrials,Industrial Distribution,USA,9246.77,15.27,190.79,-1.09%,797612
471,WD,Walker & Dunlop Inc,Financial,Mortgage Finance,USA,3518.74,37.68,105.57,-1.29%,159289
472,WEAV,Weave Communications Inc,Healthcare,Health Information Services,USA,1117.81,,15.46,-0.64%,897952
473,WES,Western Midstream Partners LP,Energy,Oil & Gas Midstream,USA,15058.92,10.17,39.76,-0.48%,911986
474,WEX,WEX Inc,Technology,Software - Infrastructure,USA,6934.65,22.33,176.2,-1.07%,554703
475,WFG,"West Fraser Timber Co., Ltd",Basic Materials,Lumber & Wood Production,Canada,7181.57,,89.49,-2.91%,261957
476,WFRD,Weatherford International plc,Energy,Oil & Gas Equipment & Services,USA,5389.96,10.66,76.09,-2.50%,568833
477,WGO,"Winnebago Industries, Inc",Consumer Cyclical,Recreational Vehicles,USA,1567.84,214.19,55.41,-2.15%,632196
478,WGS,GeneDx Holdings Corp,Healthcare,Health Information Services,USA,2177.84,,75.43,5.10%,268358
479,WHD,Cactus Inc,Energy,Oil & Gas Equipment & Services,USA,5017.8,22.37,63.17,-0.19%,397132
480,WING,Wingstop Inc,Consumer Cyclical,Restaurants,USA,8214.78,88.07,301.33,-6.68%,926078
481,WOOF,Petco Health and Wellness Co Inc,Consumer Cyclical,Specialty Retail,USA,1194.47,,4.45,-2.63%,4306471
482,WRBY,Warby Parker Inc,Healthcare,Medical Instruments & Supplies,USA,2822.06,,23.63,-0.76%,1801816
483,WS,Worthington Steel Inc,Basic Materials,Steel,USA,2071.32,16.68,42.12,-3.15%,162015
484,WSM,"Williams-Sonoma, Inc",Consumer Cyclical,Specialty Retail,USA,24616.83,23.14,195.63,2.22%,2395097
485,WTTR,Select Water Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,1618.18,23.45,13.76,-1.43%,1024737
486,WWW,"Wolverine World Wide, Inc",Consumer Cyclical,Footwear & Accessories,USA,1868.86,,23.51,-0.72%,705811
487,WYNN,Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,USA,10498.53,11.42,94.53,1.13%,1778040
488,X,United States Steel Corp,Basic Materials,Steel,USA,7321.88,21.76,33.26,-2.23%,7056011
489,XHR,Xenia Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,1592.7,68.17,15.85,-1.31%,550708
490,XPEL,XPEL Inc,Consumer Cyclical,Auto Parts,USA,1209.1,25.07,44.05,-0.72%,134356
491,XPEV,XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,9509.87,,12.3,-3.98%,9744204
492,XPO,XPO Inc,Industrials,Trucking,USA,17978.52,50.69,156.3,-1.18%,1478728
493,XRX,Xerox Holdings Corp,Technology,Information Technology Services,USA,1104.58,,8.78,1.15%,1303803
494,YETI,YETI Holdings Inc,Consumer Cyclical,Leisure,USA,3748.44,19,44.19,0.00%,1396460
495,Z,Zillow Group Inc,Communication Services,Internet Content & Information,USA,18408.4,,79.93,-0.50%,2121843
496,ZBRA,Zebra Technologies Corp,Technology,Communication Equipment,USA,20610.36,54.77,403.59,-0.99%,249260
497,ZG,Zillow Group Inc,Communication Services,Internet Content & Information,USA,18366.66,,76.84,-0.72%,304754
498,ZUO,Zuora Inc,Technology,Software - Infrastructure,USA,1523.56,,9.92,-0.10%,997124
