Ticker,Company,Sector,Industry,Country
CSL,Carlisle Companies Inc.,Industrials,Building Products & Equipment,USA
CSTM,Constellium SE,Basic Materials,Aluminum,France
CSWI,CSW Industrials Inc,Industrials,Specialty Industrial Machinery,USA
CSX,CSX Corp.,Industrials,Railroads,USA
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA
CTLT,Catalent Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
CTRE,CareTrust REIT Inc,Real Estate,REIT - Healthcare Facilities,USA
CTSH,Cognizant Technology Solutions Corp.,Technology,Information Technology Services,USA
CTVA,Corteva Inc,Basic Materials,Agricultural Inputs,USA
CUBE,CubeSmart,Real Estate,REIT - Industrial,USA
CUK,Carnival plc ADR,Consumer Cyclical,Travel Services,United Kingdom
CUZ,Cousins Properties Inc.,Real Estate,REIT - Office,USA
CVBF,CVB Financial Corp.,Financial,Banks - Regional,USA
CVCO,Cavco Industries Inc,Consumer Cyclical,Residential Construction,USA
CVLT,Commvault Systems Inc,Technology,Software - Application,USA
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,USA
CVS,CVS Health Corp,Healthcare,Healthcare Plans,USA
CW,Curtiss-Wright Corp.,Industrials,Aerospace & Defense,USA
CWAN,Clearwater Analytics Holdings Inc,Technology,Software - Application,USA
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,United Kingdom
CWST,Casella Waste Systems,,,
CXM,Sprinklr Inc,Technology,Software - Application,USA
CXT,Crane NXT Co,Industrials,Specialty Industrial Machinery,USA
CYTK,Cytokinetics Inc,Healthcare,Biotechnology,USA
CZR,Caesars Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA
DAL,Delta Air Lines,,,
DAR,Darling Ingredients Inc,Consumer Defensive,Packaged Foods,USA
DASH,DoorDash Inc,Communication Services,Internet Content & Information,USA
DAVA,Endava plc ADR,Technology,Software - Infrastructure,United Kingdom
DB,Deutsche Bank AG,Financial,Banks - Regional,Germany
DBD,Diebold Nixdorf Inc,Technology,Software - Application,USA
DBRG,DigitalBridge Group Inc,Real Estate,Real Estate Services,USA
DBX,Dropbox Inc,Technology,Software - Infrastructure,USA
DCI,Donaldson Co. Inc.,Industrials,Specialty Industrial Machinery,USA
DD,DuPont de Nemours Inc,Basic Materials,Specialty Chemicals,USA
DDOG,Datadog Inc,Technology,Software - Application,USA
DDS,Dillard's Inc.,Consumer Cyclical,Department Stores,USA
DE,Deere & Co.,Industrials,Farm & Heavy Construction Machinery,USA
DECK,Deckers Outdoor Corp.,Consumer Cyclical,Footwear & Accessories,USA
DEI,Douglas Emmett Inc,Real Estate,REIT - Office,USA
DELL,Dell Technologies Inc,Technology,Computer Hardware,USA
DEO,Diageo plc ADR,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom
DFH,Dream Finders Homes Inc,Consumer Cyclical,Residential Construction,USA
DFS,Discover Financial Services,Financial,Credit Services,USA
DG,Dollar General Corp.,Consumer Defensive,Discount Stores,USA
DGX,Quest Diagnostics,,,
DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,USA
DHR,Danaher Corp.,Healthcare,Diagnostics & Research,USA
DIOD,Diodes,,,
DIS,Walt Disney Co,Communication Services,Entertainment,USA
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA
DKS,Dicks Sporting Goods,,,
DLB,Dolby Laboratories Inc,Industrials,Specialty Business Services,USA
DLO,DLocal Limited,Technology,Software - Infrastructure,USA
DLR,Digital Realty Trust Inc,Real Estate,REIT - Specialty,USA
DLTR,Dollar Tree Inc,Consumer Defensive,Discount Stores,USA
DNA,Ginkgo Bioworks Holdings Inc,Healthcare,Biotechnology,USA
DNB,Dun & Bradstreet Holdings Inc,Financial,Financial Data & Stock Exchanges,USA
DNLI,Denali Therapeutics Inc,Healthcare,Biotechnology,USA
DNUT,Krispy Kreme Inc,Consumer Defensive,Grocery Stores,USA
DOC,Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,USA
DOCN,DigitalOcean Holdings Inc,Technology,Software - Infrastructure,USA
DOCS,Doximity Inc,Healthcare,Health Information Services,USA
DOCU,DocuSign Inc,Technology,Software - Application,USA
DOOO,BRP Inc,Consumer Cyclical,Recreational Vehicles,Canada
DORM,Dorman Products Inc,Consumer Cyclical,Auto Parts,USA
DOV,Dover Corp.,Industrials,Specialty Industrial Machinery,USA
DOW,Dow Inc,Basic Materials,Chemicals,USA
DOX,Amdocs Ltd,Technology,Software - Infrastructure,USA
DPZ,Dominos Pizza Inc,Consumer Cyclical,Restaurants,USA
DRI,Darden Restaurants,,,
DRS,Leonardo DRS Inc.,Industrials,Aerospace & Defense,USA
DRVN,Driven Brands Holdings Inc,Consumer Cyclical,Auto & Truck Dealerships,USA
DSGX,Descartes Systems Group Inc,Technology,Software - Application,Canada
DT,Dynatrace Inc,Technology,Software - Application,USA
DUOL,Duolingo Inc,Technology,Software - Application,USA
DV,DoubleVerify Holdings Inc,Technology,Software - Application,USA
DVA,DaVita Inc,Healthcare,Medical Care Facilities,USA
DXC,DXC Technology Co,Technology,Information Technology Services,USA
DXCM,Dexcom Inc,Healthcare,Medical Devices,USA
DY,Dycom Industries,,,
EA,Electronic Arts,,,
EBAY,EBay Inc.,Consumer Cyclical,Internet Retail,USA
EBC,Eastern Bankshares Inc.,Financial,Banks - Regional,USA
ECL,Ecolab,,,
EDR,Endeavor Group Holdings Inc,Communication Services,Entertainment,USA
EEFT,Euronet Worldwide Inc,Technology,Software - Infrastructure,USA
EFX,Equifax,,,
EGO,Eldorado Gold Corp.,Basic Materials,Gold,Canada
EGP,Eastgroup Properties,,,
EHC,Encompass Health Corp,Healthcare,Medical Care Facilities,USA
EL,Estee Lauder Cos.,,,
ELAN,Elanco Animal Health Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
ELF,e.l.f. Beauty Inc,Consumer Defensive,Household & Personal Products,USA
ELS,Equity Lifestyle Properties Inc.,Real Estate,REIT - Residential,USA
ELV,Elevance Health Inc,Healthcare,Healthcare Plans,USA
EME,Emcor Group,,,
EMN,Eastman Chemical Co,Basic Materials,Specialty Chemicals,USA
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,USA
ENOV,Enovis Corp,Industrials,Specialty Industrial Machinery,USA
ENPH,Enphase Energy Inc,Technology,Solar,USA
ENR,Energizer Holdings Inc,Industrials,Electrical Equipment & Parts,USA
ENS,Enersys,Industrials,Electrical Equipment & Parts,USA
ENSG,Ensign Group Inc,Healthcare,Medical Care Facilities,USA
ENTG,Entegris Inc,Technology,Semiconductor Equipment & Materials,USA
ENV,Envestnet Inc.,Technology,Software - Application,USA
EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA
EPR,EPR Properties,Real Estate,REIT - Specialty,USA
EPRT,Essential Properties Realty Trust Inc,Real Estate,REIT - Diversified,USA
EQC,Equity Commonwealth,Real Estate,REIT - Office,USA
EQH,Equitable Holdings Inc,Financial,Insurance - Diversified,USA
EQIX,Equinix Inc,Real Estate,REIT - Specialty,USA
EQR,Equity Residential Properties Trust,Real Estate,REIT - Residential,USA
ERIC,Telefonaktiebolaget L M Ericsson ADR,Technology,Communication Equipment,Sweden
ERIE,Erie Indemnity Co.,Financial,Insurance Brokers,USA
ESAB,ESAB Corp,Industrials,Metal Fabrication,USA
ESE,Esco Technologies,,,
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,USA
ESMT,Engagesmart Inc,Technology,Software - Infrastructure,USA
ESS,Essex Property Trust,,,
ESTC,Elastic N.V,Technology,Software - Application,USA
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland
ETSY,Etsy Inc,Consumer Cyclical,Internet Retail,USA
EVH,Evolent Health Inc,Healthcare,Health Information Services,USA
EVO,Evotec SE ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Germany
EVTC,Evertec Inc,Technology,Software - Infrastructure,USA
EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,USA
EWBC,East West Bancorp,,,
EXAS,Exact Sciences Corp.,Healthcare,Diagnostics & Research,USA
EXEL,Exelixis Inc,Healthcare,Biotechnology,USA
EXLS,ExlService Holdings Inc,Technology,Information Technology Services,USA
EXP,Eagle Materials Inc.,Basic Materials,Building Materials,USA
EXPD,Expeditors International Of Washington,,,
EXPE,Expedia Group Inc,Consumer Cyclical,Travel Services,USA
EXPI,eXp World Holdings Inc,Real Estate,Real Estate Services,USA
EXPO,Exponent Inc.,Industrials,Engineering & Construction,USA
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA
EXTR,Extreme Networks Inc.,Technology,Communication Equipment,USA
F,Ford Motor Co.,Consumer Cyclical,Auto Manufacturers,USA
FA,First Advantage Corp.,Industrials,Specialty Business Services,USA
FAF,First American Financial Corp,Financial,Insurance - Specialty,USA
FAST,Fastenal Co.,Industrials,Industrial Distribution,USA
FBIN,Fortune Brands Innovations Inc,Industrials,Building Products & Equipment,USA
FBP,First Bancorp PR,Financial,Banks - Regional,USA
FCFS,FirstCash Holdings Inc,Financial,Credit Services,USA
FCN,FTI Consulting Inc.,Industrials,Consulting Services,USA
FCNCA,First Citizens Bancshares,,,
FCPT,Four Corners Property Trust Inc,Real Estate,REIT - Retail,USA
FCX,Freeport-McMoRan Inc,Basic Materials,Copper,USA
FDS,Factset Research Systems Inc.,Financial,Financial Data & Stock Exchanges,USA
FDX,Fedex Corp,Industrials,Integrated Freight & Logistics,USA
FELE,Franklin Electric Co.,,,
FERG,Ferguson Plc.,Industrials,Industrial Distribution,United Kingdom
FFBC,First Financial Bancorp,Financial,Banks - Regional,USA
FFIN,First Financial Bankshares,,,
FFIV,F5 Inc,Technology,Software - Infrastructure,USA
FG,F&G Annuities & Life Inc,Financial,Insurance - Life,USA
FHB,First Hawaiian INC,Financial,Banks - Regional,USA
FHI,Federated Hermes Inc,Financial,Asset Management,USA
FHN,First Horizon Corporation,Financial,Banks - Regional,USA
FI,Fiserv,,,
FIBK,First Interstate BancSystem Inc.,Financial,Banks - Regional,USA
FICO,Fair,,,
FIS,Fidelity National Information Services,,,
FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA
FIVE,Five Below Inc,Consumer Cyclical,Specialty Retail,USA
FIVN,Five9 Inc,Technology,Software - Infrastructure,USA
FIX,Comfort Systems USA,,,
FIZZ,National Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA
FL,Foot Locker Inc,Consumer Cyclical,Apparel Retail,USA
FLEX,Flex Ltd,Technology,Electronic Components,USA
FLO,Flowers Foods,,,
FLR,Fluor Corporation,Industrials,Engineering & Construction,USA
FLS,Flowserve Corp.,Industrials,Specialty Industrial Machinery,USA
FLT,Fleetcor Technologies Inc,Technology,Software - Infrastructure,USA
FLYW,Flywire Corp,Technology,Software - Infrastructure,USA
FMC,FMC Corp.,Basic Materials,Agricultural Inputs,USA
FMS,Fresenius Medical Care AG ADR,Healthcare,Medical Care Facilities,Germany
FNB,F.N.B. Corp.,Financial,Banks - Regional,USA
FND,Floor & Decor Holdings Inc,Consumer Cyclical,Home Improvement Retail,USA
FNF,Fidelity National Financial Inc,Financial,Insurance - Specialty,USA
FNV,Franco-Nevada Corporation,Basic Materials,Gold,Canada
FOLD,Amicus Therapeutics Inc,Healthcare,Biotechnology,USA
FORM,FormFactor Inc.,Technology,Semiconductors,USA
FOUR,Shift4 Payments Inc,Technology,Software - Infrastructure,USA
FOX,Fox Corporation,Communication Services,Entertainment,USA
FOXA,Fox Corporation,Communication Services,Entertainment,USA
FOXF,Fox Factory Holding Corp,Consumer Cyclical,Auto Parts,USA
FR,First Industrial Realty Trust,,,
FRME,First Merchants Corp.,Financial,Banks - Regional,USA
FROG,JFrog Ltd,Technology,Software - Application,USA
FRPT,Freshpet Inc,Consumer Defensive,Packaged Foods,USA
FRSH,Freshworks Inc,Technology,Software - Application,USA
FRT,Federal Realty Investment Trust.,Real Estate,REIT - Retail,USA
FSK,FS KKR Capital Corp.,Financial,Asset Management,USA
FSLR,First Solar Inc,Technology,Solar,USA
FSLY,Fastly Inc,Technology,Software - Application,USA
FSS,Federal Signal Corp.,Industrials,Pollution & Treatment Controls,USA
FSV,FirstService Corp,Real Estate,Real Estate Services,Canada
FTAI,FTAI Aviation Ltd,Industrials,Rental & Leasing Services,USA
FTDR,Frontdoor Inc.,Consumer Cyclical,Personal Services,USA
FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA
FTRE,Fortrea Holdings Inc,Healthcare,Biotechnology,USA
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,USA
FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals,USA
FULT,Fulton Financial Corp.,Financial,Banks - Regional,USA
FWONA,Liberty Media Corp.,Communication Services,Entertainment,USA
FWONK,Liberty Media Corp.,Communication Services,Entertainment,USA
FYBR,Frontier Communications Parent Inc,Communication Services,Telecom Services,USA
GATX,GATX Corp.,Industrials,Rental & Leasing Services,USA
GBCI,Glacier Bancorp,,,
GBDC,Golub Capital BDC,,,
GBTG,Global Business Travel Group Inc,Technology,Software - Application,USA
GD,General Dynamics Corp.,Industrials,Aerospace & Defense,USA
GDDY,Godaddy Inc,Technology,Software - Infrastructure,USA
GDRX,GoodRx Holdings Inc,Healthcare,Health Information Services,USA
GE,General Electric Co.,Industrials,Specialty Industrial Machinery,USA
GEF,Greif Inc,Consumer Cyclical,Packaging & Containers,USA
GEF-B,Greif Inc,Consumer Cyclical,Packaging & Containers,USA
GEHC,GE HealthCare Technologies Inc,Healthcare,Health Information Services,USA
GEN,Gen Digital Inc,Technology,Software - Infrastructure,USA
GETY,Getty Images Holdings Inc,Communication Services,Internet Content & Information,USA
GFF,Griffon Corp.,Industrials,Conglomerates,USA
GFL,GFL Environmental Inc.,Industrials,Waste Management,Canada
GFS,GlobalFoundries Inc,Technology,Semiconductors,USA
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,USA
GH,Guardant Health Inc,Healthcare,Diagnostics & Research,USA
GHC,Graham Holdings Co.,Consumer Defensive,Education & Training Services,USA
GIB,CGI Inc,Technology,Information Technology Services,Canada
GIL,Gildan Activewear Inc,Consumer Cyclical,Apparel Manufacturing,Canada
GILD,Gilead Sciences,,,
GIS,General Mills,,,
GKOS,Glaukos Corporation,Healthcare,Medical Devices,USA
GL,Globe Life Inc,Financial,Insurance - Life,USA
GLOB,Globant S.A.,Technology,Information Technology Services,Luxembourg
GLPG,Galapagos NV ADR,Healthcare,Biotechnology,Belgium
GLPI,Gaming and Leisure Properties Inc,Real Estate,REIT - Specialty,USA
GLW,Corning,,,
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA
GMAB,Genmab ADR,Healthcare,Biotechnology,Denmark
GME,Gamestop Corporation,Consumer Cyclical,Specialty Retail,USA
GMED,Globus Medical Inc,Healthcare,Medical Devices,USA
GMS,GMS Inc,Industrials,Building Products & Equipment,USA
GNL,Global Net Lease Inc,Real Estate,REIT - Diversified,USA
GNRC,Generac Holdings Inc,Industrials,Specialty Industrial Machinery,USA
GNTX,Gentex Corp.,Consumer Cyclical,Auto Parts,USA
GNW,Genworth Financial Inc,Financial,Insurance - Life,USA
GO,Grocery Outlet Holding Corp,Consumer Defensive,Grocery Stores,USA
GOLD,Barrick Gold Corp.,Basic Materials,Gold,Canada
GOLF,Acushnet Holdings Corp,Consumer Cyclical,Leisure,USA
GOOG,Alphabet Inc,Communication Services,Internet Content & Information,USA
GOOGL,Alphabet Inc,Communication Services,Internet Content & Information,USA
GPC,Genuine Parts Co.,Consumer Cyclical,Specialty Retail,USA
GPI,Group 1 Automotive,,,
GPK,Graphic Packaging Holding Co,Consumer Cyclical,Packaging & Containers,USA
GPN,Global Payments,,,
GPS,Gap,,,
GRBK,Green Brick Partners Inc,Consumer Cyclical,Residential Construction,USA
GRFS,Grifols SA ADR,Healthcare,Drug Manufacturers - General,Spain
GRMN,Garmin Ltd,Technology,Scientific & Technical Instruments,Switzerland
GSAT,Globalstar Inc.,Communication Services,Telecom Services,USA
GSK,GSK Plc ADR,Healthcare,Drug Manufacturers - General,United Kingdom
GT,Goodyear Tire & Rubber Co.,Consumer Cyclical,Auto Parts,USA
GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA
GTLB,Gitlab Inc,Technology,Software - Application,USA
GTLS,Chart Industries Inc,Industrials,Specialty Industrial Machinery,USA
GTX,Garrett Motion Inc,Consumer Cyclical,Auto Parts,Switzerland
GVA,Granite Construction Inc.,Industrials,Engineering & Construction,USA
GWRE,Guidewire Software Inc,Technology,Software - Application,USA
GWW,W.W. Grainger Inc.,Industrials,Industrial Distribution,USA
GXO,GXO Logistics Inc,Industrials,Integrated Freight & Logistics,USA
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA
HAE,Haemonetics Corp.,Healthcare,Medical Instruments & Supplies,USA
HALO,Halozyme Therapeutics Inc.,Healthcare,Biotechnology,USA
HAS,Hasbro,,,
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,REIT - Specialty,USA
HAYW,Hayward Holdings Inc,Industrials,Electrical Equipment & Parts,USA
HBAN,Huntington Bancshares,,,
HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,USA
HCC,Warrior Met Coal Inc,Basic Materials,Coking Coal,USA
HCP,HashiCorp Inc,Technology,Software - Infrastructure,USA
HD,Home Depot,,,
HEI,Heico Corp.,Industrials,Aerospace & Defense,USA
HEI-A,Heico Corp.,Industrials,Aerospace & Defense,USA
HGV,Hilton Grand Vacations Inc,Consumer Cyclical,Resorts & Casinos,USA
HHH,Howard Hughes Holdings Inc,Real Estate,Real Estate - Diversified,USA
HI,Hillenbrand Inc,Industrials,Specialty Industrial Machinery,USA
HIG,Hartford Financial Services Group Inc.,Financial,Insurance - Property & Casualty,USA
HII,Huntington Ingalls Industries Inc,Industrials,Aerospace & Defense,USA
HIW,Highwoods Properties,,,
HL,Hecla Mining Co.,Basic Materials,Other Precious Metals & Mining,USA
HLN,Haleon plc ADR,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom
HLNE,Hamilton Lane Inc,Financial,Asset Management,USA
HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,USA
HOG,Harley-Davidson,,,
HOLX,Hologic,,,
HOMB,Home Bancshares Inc,Financial,Banks - Regional,USA
HON,Honeywell International Inc,Industrials,Conglomerates,USA
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,USA
HPQ,HP Inc,Technology,Computer Hardware,USA
HQY,Healthequity Inc,Healthcare,Health Information Services,USA
HR,Healthcare Realty Trust Inc,Real Estate,REIT - Healthcare Facilities,USA
HRB,H&R Block Inc.,Consumer Cyclical,Personal Services,USA
HRI,Herc Holdings Inc,Industrials,Rental & Leasing Services,USA
HRL,Hormel Foods Corp.,Consumer Defensive,Packaged Foods,USA
HSBC,HSBC Holdings plc ADR,Financial,Banks - Diversified,United Kingdom
HSIC,Henry Schein Inc.,Healthcare,Medical Distribution,USA
HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA
HSY,Hershey Company,Consumer Defensive,Confectioners,USA
HTGC,Hercules Capital Inc,Financial,Asset Management,USA
HTH,Hilltop Holdings Inc,Financial,Banks - Regional,USA
HUBB,Hubbell Inc.,Industrials,Electrical Equipment & Parts,USA
HUBG,Hub Group,,,
HUBS,HubSpot Inc,Technology,Software - Application,USA
HUM,Humana Inc.,Healthcare,Healthcare Plans,USA
HUN,Huntsman Corp,Basic Materials,Chemicals,USA
HWC,Hancock Whitney Corp.,Financial,Banks - Regional,USA
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA
HXL,Hexcel Corp.,Industrials,Aerospace & Defense,USA
IAC,IAC Inc,Communication Services,Internet Content & Information,USA
IART,Integra Lifesciences Holdings Corp,Healthcare,Medical Devices,USA
IAS,Integral Ad Science Holding Corp,Communication Services,Advertising Agencies,USA
IBM,International Business Machines Corp.,Technology,Information Technology Services,USA
IBOC,International Bancshares Corp.,Financial,Banks - Regional,USA
IBP,Installed Building Products Inc,Consumer Cyclical,Residential Construction,USA
IBRX,ImmunityBio Inc,Healthcare,Biotechnology,USA
IBTX,Independent Bank Group Inc,Financial,Banks - Regional,USA
ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA
ICFI,ICF International,,,
ICLR,Icon Plc,Healthcare,Diagnostics & Research,Ireland
ICUI,ICU Medical,,,
IDCC,Interdigital Inc,Technology,Software - Application,USA
IDXX,Idexx Laboratories,,,
IDYA,Ideaya Biosciences Inc,Healthcare,Biotechnology,USA
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,USA
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA
IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom
IHG,Intercontinental Hotels Group ADR,Consumer Cyclical,Lodging,United Kingdom
IIPR,Innovative Industrial Properties Inc,Real Estate,REIT - Industrial,USA
ILMN,Illumina Inc,Healthcare,Diagnostics & Research,USA
IMCR,Immunocore Holdings plc ADR,Healthcare,Biotechnology,United Kingdom
IMGN,Immunogen,,,
IMVT,Immunovant Inc,Healthcare,Biotechnology,USA
INCY,Incyte Corp.,Healthcare,Biotechnology,USA
INDB,Independent Bank Corp.,Financial,Banks - Regional,USA
INDV,Indivior Plc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
INFA,Informatica Inc,Technology,Software - Infrastructure,USA
ING,ING Groep N.V. ADR,Financial,Banks - Diversified,Netherlands
INGR,Ingredion Inc,Consumer Defensive,Packaged Foods,USA
INSM,Insmed Inc,Healthcare,Biotechnology,USA
INSP,Inspire Medical Systems Inc,Healthcare,Medical Devices,USA
INST,Instructure Holdings Inc,Technology,Software - Application,USA
INTA,Intapp Inc,Technology,Software - Application,USA
INTC,Intel Corp.,Technology,Semiconductors,USA
INTU,Intuit Inc,Technology,Software - Application,USA
INVH,Invitation Homes Inc,Real Estate,REIT - Residential,USA
IONQ,IonQ Inc,Technology,Computer Hardware,USA
IONS,Ionis Pharmaceuticals Inc,Healthcare,Biotechnology,USA
IOSP,Innospec Inc,Basic Materials,Specialty Chemicals,USA
IOT,Samsara Inc,Technology,Software - Infrastructure,USA
IOVA,Iovance Biotherapeutics Inc,Healthcare,Biotechnology,USA
IP,International Paper Co.,Consumer Cyclical,Packaging & Containers,USA
IPAR,Inter Parfums,,,
IPG,Interpublic Group Of Cos.,,,
IPGP,IPG Photonics Corp,Technology,Semiconductor Equipment & Materials,USA
IQV,IQVIA Holdings Inc,Healthcare,Diagnostics & Research,USA
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,USA
IRDM,Iridium Communications Inc,Communication Services,Telecom Services,USA
IRM,Iron Mountain Inc.,Real Estate,REIT - Specialty,USA
IRT,Independence Realty Trust Inc,Real Estate,REIT - Residential,USA
IRTC,iRhythm Technologies Inc,Healthcare,Medical Devices,USA
ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA
IT,Gartner,,,
ITCI,Intra-Cellular Therapies Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA
ITGR,Integer Holdings Corp,Healthcare,Medical Devices,USA
ITRI,Itron Inc.,Technology,Scientific & Technical Instruments,USA
ITT,ITT Inc,Industrials,Specialty Industrial Machinery,USA
ITW,Illinois Tool Works,,,
IVZ,Invesco Ltd,Financial,Asset Management,USA
J,Jacobs Solutions Inc,Industrials,Engineering & Construction,USA
JAMF,Jamf Holding Corp,Technology,Software - Application,USA
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,Ireland
JBHT,J.B. Hunt Transport Services,,,
JBI,Janus International Group Inc,Industrials,Building Products & Equipment,USA
JBL,Jabil Inc,Technology,Electronic Components,USA
JBT,John Bean Technologies Corp,Industrials,Specialty Industrial Machinery,USA
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland
